id,event,date,odds,stake,bet_type,outcome,sport,league,result,notes,confidence_scale,total_bets,created_at
206,"Tottenham-Burnley, Reims-Guingap",2025.08.16,5.15,3000.0,1X2,Lost,Football,Mixed leagues,"3-0,1-0",elment..,7,1,2025-12-28T15:17:39.754314
207,"Tottenham-Burnley, Middfeilfrt-Köge",2025.08.16,5.0,3000.0,1X2,Won,Football,Mixed leagues,"3-0,2-2",bejött,7,1,2025-12-28T15:17:39.754321
208,"Hartberg-Salzburg,Sariey-Boluspor",2025.08.16,4.78,3000.0,1X2,Won,Football,Mixed leagues,"1-2,1-1",bejött,7,1,2025-12-28T15:17:39.754328
209,"Hartberg-Salzburg,FTC-Puskás",2025.08.16,5.97,3000.0,1X2,Lost,Football,Mixed leagues,"1-3,1-2",elment..,7,1,2025-12-28T15:17:39.754336
201,"Liverpool-Bormourth, Frederica-Sönderjaen",2025.08.15,4.76,3000.0,1X2,Lost,Football,Mixed leagues,"4-2,1-0",elment..,7,1,2025-12-28T15:17:39.754343
202,"Liverpool-Bormourth, Rennes-OM",2025.08.15,5.24,3000.0,1X2,Lost,Football,Mixed leagues,"4-2,1-0",elment..,7,1,2025-12-28T15:17:39.754349
203,"Liverpool-Bormourth,Nördsenjaen-Köbenhavn",2025.08.15,5.1,3000.0,1X2,Lost,Football,Mixed leagues,"4-2,1-3",elment..,7,1,2025-12-28T15:17:39.754356
204,"Újpest-Kisvárda,Villareal-Oviedo",2025.08.15,2.83,4642.0,1X2,Lost,Football,Mixed leagues,"0-1,2-0",elment..,7,1,2025-12-28T15:17:39.754362
200,"Uhtrecht-Servette, Győr-AIK",2025.08.14,3.48,3920.0,1X2,Won,Football,Mixed leagues,"2-1,2-0",bejött,7,1,2025-12-28T15:17:39.754370
196,"Quarabag-Shkedina, Fenerbache-Feyenord",2025.08.12,4.92,3000.0,1X2,Lost,Football,BL,"5-1,5-2",elment..,7,1,2025-12-28T15:17:39.754377
197,"Quarabag-Shkedina, Köbenhavn-Malmö",2025.08.12,5.66,3000.0,1X2,Lost,Football,BL,"5-1,5-0",elment..,7,1,2025-12-28T15:17:39.754383
198,"FTC-Ludogorec, Pafos-Kijev",2025.08.12,5.94,3000.0,1X2,Lost,Football,BL,"3-0,2-0",elment..,7,1,2025-12-28T15:17:39.754390
199,"Bruges-Salzburg,Szudán-Nigéria",2025.08.12,7.03,3000.0,1X2,Lost,Football,Mixed leagues,"3-2,4-0",elment..,7,1,2025-12-28T15:17:39.754396
190,"Vasas-Békéscsaba, Porto-Guimares",2025.08.11,6.58,3000.0,1X2,Lost,Football,Mixed leagues,"2-1,3-0",elment..,7,1,2025-12-28T15:17:39.754404
191,Tranzospor-Kocailespor,2025.08.11,4.4,3000.0,1X2,Lost,Football,Török1,1-0,elment..,7,1,2025-12-28T15:17:39.754410
192,Ameins-Reims,2025.08.11,4.0,3000.0,1X2,Won,Football,Ligue 2,2-2,bejött,7,1,2025-12-28T15:17:39.754416
193,Odenese-Randers,2025.08.11,3.45,3000.0,1X2,Lost,Football,Dánia,3-2,elment..,7,1,2025-12-28T15:17:39.754423
194,Helsinki-Ilves,2025.08.11,3.85,3000.0,1X2,Lost,Football,Finn1,5-1,elment..,7,1,2025-12-28T15:17:39.754430
195,GAIS-Göteborg,2025.08.11,3.55,3000.0,1X2,Lost,Football,Allsvenskan,0-1,elment..,7,1,2025-12-28T15:17:39.754436
180,"Midtyland-Frideriksan,ZTE-Győr",2025.08.10,5.56,4000.0,1X2,Lost,Football,Mixed leagues,"1-1,1-1",Geci köbenszar...,7,1,2025-12-28T15:17:39.754443
181,"POOL-Cpalace,Sturm-Rapid",2025.08.10,3.48,5000.0,1X2,Lost,Football,Mixed leagues,"2-2,1-2",Nagyon benéztem mind a kettőt..,8,1,2025-12-28T15:17:39.754451
182,"Louvre-Chaerloi,Zwole-Twente",2025.08.10,6.56,4000.0,1X2,Lost,Football,Mixed leagues,"1-0,1-0",elment..,7,1,2025-12-28T15:17:39.754458
183,"Aberdeen-Celtic,Hajduk-Gorica",2025.08.10,4.55,4000.0,1X2,Lost,Football,Mixed leagues,"0-2,2-0",elment..,7,1,2025-12-28T15:17:39.754464
184,"újpest-Paks,Silkeborg-Nordsjenland",2025.08.10,7.51,3000.0,1X2,Lost,Football,Mixed leagues,"1-2,4-2",elment..,7,1,2025-12-28T15:17:39.754471
185,Köge-Alborg,2025.08.10,3.75,3000.0,1X2,Lost,Football,Dánia2,0-2,elment..,7,1,2025-12-28T15:17:39.754478
186,Kisvárda-Puskás,2025.08.10,4.05,3000.0,1X2,Lost,Football,NB 1,2-1,elment..,7,1,2025-12-28T15:17:39.754484
187,ZTE-Győr,2025.08.10,3.95,3000.0,1X2,Won,Football,NB 1,1-1,bejött,7,1,2025-12-28T15:17:39.754491
188,"újpest-Paks,Standarligue-Genk",2025.08.10,6.89,3000.0,1X2,Lost,Football,Mixed leagues,"1-2,2-1",elment..,7,1,2025-12-28T15:17:39.754499
189,"Eyüspor-Konyaspor, Braga-Tondela",2025.08.10,4.07,3000.0,1X2,Won,Football,Mixed leagues,"1-4,3-0",bejött,8,1,2025-12-28T15:17:39.754505
168,Braunscweig-Fürth,2025.08.09,3.45,3000.0,1X2,Lost,Football,Bundesliga2,3-2,elment..,7,1,2025-12-28T15:17:39.754513
169,Dresden-Megdeburg,2025.08.09,3.6,3000.0,1X2,Lost,Football,Bundesliga3,1-2,elment..,7,1,2025-12-28T15:17:39.754520
170,Düsseldorf-Hannover,2025.08.09,3.65,3000.0,1X2,Lost,Football,Bundesliga2,0-2,elment..,7,1,2025-12-28T15:17:39.754527
171,Westerlo-Mechelen,2025.08.09,3.75,3000.0,1X2,Lost,Football,Belgium1,0-1,elment..,7,1,2025-12-28T15:17:39.754533
172,Marieham-Ginstant,2025.08.09,3.55,4000.0,1X2,Lost,Football,Bundesliga2,2-5,elment..,7,1,2025-12-28T15:17:39.754539
173,"Norich-Millwal, Nyíregyháza-FTC",2025.08.09,5.75,3795.0,1X2,Lost,Football,Mixed leagues,"1-2,1-4",elment..,7,1,2025-12-28T15:17:39.754546
174,Dunkeruque-Clermont,2025.08.09,3.2,3000.0,1X2,Won,Football,Ligue 2,2-2,bejött,7,1,2025-12-28T15:17:39.754553
175,Pau-Agency,2025.08.09,3.25,3000.0,1X2,Lost,Football,La Liga 2,2-0,bejött,7,1,2025-12-28T15:17:39.754559
176,Rodez-Nancy,2025.08.09,3.35,3000.0,1X2,Won,Football,La Liga 2,0-0,bejött,7,1,2025-12-28T15:17:39.754566
177,Gyida-Pogon,2025.08.09,3.6,3000.0,1X2,Lost,Football,Lengyel1,2-1,elment..,7,1,2025-12-28T15:17:39.754573
178,Halmstadt-Sirius,2025.08.09,3.4,3000.0,1X2,Lost,Football,Allsvenskan,0-1,elment..,7,1,2025-12-28T15:17:39.754580
179,Rangers-Dundeutd,2025.08.09,8.0,2000.0,1X2,Won,Football,Skócia1,1-1,bejött,7,1,2025-12-28T15:17:39.754586
162,"Kazincbarcika-DVSC, Casapia-Sporting",2025.08.08,3.29,3050.0,1X2,Won,Football,Mixed leagues,"1-2,0-2",bejött..,7,1,2025-12-28T15:17:39.754593
163,"Kazincbarcika-DVSC, Sttruiden-Dender",2025.08.08,8.37,3000.0,1X2,Lost,Football,Mixed leagues,"1-2,2-0",elment..,7,1,2025-12-28T15:17:39.754601
164,Sittard-Eagles,2025.08.08,3.5,3000.0,1X2,Won,Football,Holland,2-2,bejött..,7,1,2025-12-28T15:17:39.754607
165,"Ümreanyispor-Manisa, Gazintep-Galatasaray",2025.08.08,4.64,3000.0,1X2,Lost,Football,Mixed leagues,"2-1,0-3",elment..,7,1,2025-12-28T15:17:39.754616
166,"Münster-Paderborn,Metaglobus-dinamobukarest",2025.08.08,4.42,3000.0,1X2,Won,Football,Mixed leagues,"1-1,0-1",bejött..,7,1,2025-12-28T15:17:39.754623
167,Nürnberg-Damstadt,2025.08.08,3.85,3000.0,1X2,Lost,Football,Bundesliga2,0-1,elment..,7,1,2025-12-28T15:17:39.754630
150,"Frediksan-Mityland,Anderlecht-Serif",2025.08.07,4.77,3000.0,1X2,Lost,Football,EL,"1-3,2-0",elment..,7,1,2025-12-28T15:17:39.754637
151,"Anderlecht-Serif, Kongó-Zambia",2025.08.07,3.59,3000.0,1X2,Lost,Football,Mixed leagues,"2-0, 2-0",elment..,7,1,2025-12-28T15:17:39.754644
152,"Anderlecht-Serif, Kolozsvár-Braga",2025.08.07,4.34,3000.0,1X2,Lost,Football,Mixed leagues,"2-0, 1-2",elment..,7,1,2025-12-28T15:17:39.754651
153,"Anderlecht-Serif, Ostrava-wien",2025.08.07,4.27,3000.0,1X2,Lost,Football,EL,"2-0, 4-3",elment..,7,1,2025-12-28T15:17:39.754657
154,Hacken-Branberg,2025.08.07,3.7,3000.0,1X2,Lost,Football,KL,0-2,elment..,7,1,2025-12-28T15:17:39.754664
155,Laranca-Varso,2025.08.07,3.4,3000.0,1X2,Lost,Football,EL,4-1,elment..,7,1,2025-12-28T15:17:39.754670
156,Limaszol-Aek,2025.08.07,3.35,3000.0,1X2,Won,Football,EL,2-2,bejött..,7,1,2025-12-28T15:17:39.754676
157,AIK-Győr,2025.08.07,4.1,3000.0,1X2,Lost,Football,KL,2-1,elment..,7,1,2025-12-28T15:17:39.754683
158,Partizan-Hibernian,2025.08.07,3.8,4000.0,1X2,lost,Football,NB 1,0-2,elment..,7,1,2025-12-28T15:17:39.754689
159,Rapid-Dundee,2025.08.07,5.25,4000.0,1X2,Won,Football,EL,2-2,bejött..,7,1,2025-12-28T15:17:39.754696
160,Servette-Uhrect,2025.08.07,3.6,4000.0,1X2,Lost,Football,EL,1-4,elment..,7,1,2025-12-28T15:17:39.754702
161,PAOK-Wolfsberg,2025.08.07,7.75,4000.0,1X2,Lost,Football,EL,0-0,elment..,9,1,2025-12-28T15:17:39.754708
143,"Rieka-Shelborune, Burkinafaso-Középafrika",2025.08.06,3.74,4000.0,1X2,Lost,Football,Mixed leagues,"1-2,4-2",Jól elment..,7,1,2025-12-28T15:17:39.754715
144,"Rieka-Shelborune, Mauritánia-Tanzánia",2025.08.06,3.81,4000.0,1X2,Lost,Football,Mixed leagues,"1-2,0-1",Jól elment..,7,1,2025-12-28T15:17:39.754722
145,Almati-slovan,2025.08.06,3.25,4000.0,1X2,Lost,Football,Mixed leagues,1-0,elment..,7,1,2025-12-28T15:17:39.754728
146,Salzburg-Bruges,2025.08.06,3.65,4000.0,1X2,Lost,Football,BL,0-1,elment..,7,1,2025-12-28T15:17:39.754734
147,Pozan-Drezda,2025.08.06,3.6,4000.0,1X2,Lost,Football,BL,1-3,elment..,7,1,2025-12-28T15:17:39.754740
148,Rigas-Kupio,2025.08.06,3.65,3878.0,1X2,Lost,Football,BL,1-2,elment..,7,1,2025-12-28T15:17:39.754746
149,Basel-YoungBoys,2025.08.06,3.95,4000.0,1X2,Lost,Football,Svájc1,3-1,elment..,7,1,2025-12-28T15:17:39.754752
137,"Kongó-Szudán, Hamrun-Maccabi",2025.08.05,4.02,3000.0,1X2,Won,Football,Mixed leagues,"0-0,1-2",bejött,7,1,2025-12-28T15:17:39.754759
138,"Szenegál-Nigéria, Hamrun-Maccabi",2025.08.05,3.82,3600.0,1X2,Lost,Football,Mixed leagues,"1-0,1-2",elment..,7,1,2025-12-28T15:17:39.754766
139,Skejinda-Quarabag,2025.08.05,3.35,4000.0,1X2,Lost,Football,BL,0-1,elment..,7,1,2025-12-28T15:17:39.754772
140,Rangers-Plezn,2025.08.05,3.65,4000.0,1X2,Lost,Football,BL,3-0,elment..,7,1,2025-12-28T15:17:39.754778
141,Malmő-Köbenhavn,2025.08.05,3.2,4000.0,1X2,Won,Football,BL,0-0,bejött,7,1,2025-12-28T15:17:39.754785
142,Klaskiv-Nyman,2025.08.05,3.3,4000.0,1X2,Lost,Football,KL,2-0,elment..,7,1,2025-12-28T15:17:39.754792
129,"Niger-Guiena,Ilves-Cigan",2025.08.04,4.04,4000.0,1X2,lost,Football,Mixed leagues,"1-2,1-1",Egyik sem jött be..,7,1,2025-12-28T15:17:39.754799
130,"Uganda-Algéria,Ilves-Cigan",2025.08.04,4.17,4000.0,1X2,Lost,Football,Mixed leagues,"0-2,2-2",Egyik sem jött be..,7,1,2025-12-28T15:17:39.754826
131,"Napoli-Cingeri,Hvidvore-Horsens",2025.08.04,3.59,4000.0,1X2,Lost,Football,Mixed leagues,"1-1,0-0",Sajnos a Napoli cigány bunda..,6,1,2025-12-28T15:17:39.754833
132,"Napoli-Cingeri,Herts-Abedeen",2025.08.04,4.05,3764.0,1X2,Lost,Football,Mixed leagues,"1-1,2-0",Sajnos a Napoli cigány bunda..,6,1,2025-12-28T15:17:39.754840
133,Novi-Beograd,2025.08.04,3.35,4000.0,1X2,Lost,Football,Bulgária,1-3,Nem jött be,7,1,2025-12-28T15:17:39.754846
134,Helsinki-Inter Turku,2025.08.04,3.75,4000.0,1X2,Lost,Football,Finn1,1-4,Nem jött be,7,1,2025-12-28T15:17:39.754853
135,Hvidvore-Horsens,2025.08.04,3.15,4000.0,1X2,Won,Football,Dánia2,0-0,Bejött,7,1,2025-12-28T15:17:39.754860
136,Herts-Abedeen,2025.08.04,3.75,4000.0,1X2,lost,Football,Skócia,2-0,Nem jött be,7,1,2025-12-28T15:17:39.754867
123,Kisvárda-Paks,2025.08.03,3.9,3000.0,1X2,Lost,Football,NB 1,1-5,elment..,7,1,2025-12-28T15:17:39.754874
124,Puskás-nyíregyháza,2025.08.03,3.9,3000.0,1X2,Lost,Football,NB 1,3-2,elment..,7,1,2025-12-28T15:17:39.754880
125,Rapid-Linz,2025.08.03,3.55,3000.0,1X2,Lost,Football,Ausztria1,1-0,elment..,6,1,2025-12-28T15:17:39.754886
126,Dukla-Ostrava,2025.08.03,3.55,3000.0,1X2,Won,Football,Cseh1,1-1,bejött,7,1,2025-12-28T15:17:39.754893
127,Wehen-Ulm,2025.08.03,4.45,3000.0,1X2,Lost,Football,Bundesliga3,2-1,elment..,7,1,2025-12-28T15:17:39.754900
128,Győr-Újpest,2025.08.03,3.6,4000.0,1X2,Won,Football,NB 1,1-1,bejött,7,1,2025-12-28T15:17:39.754907
115,"FTC-Kazincbarcika, Teplice-Bohemians",2025.08.02,4.38,4000.0,1X2,Lost,Football,Mixed leagues,"3-0,3-0",Elment,7,1,2025-12-28T15:17:39.754914
116,"FTC-Kazincbarcika, Lathi-Ekanes",2025.08.02,4.45,4400.0,1X2,Lost,Football,Mixed leagues,"3-0,3-1",Elment,7,1,2025-12-28T15:17:39.754921
117,"FTC-Kazincbarcika, Tbb-Pogon",2025.08.02,4.57,4000.0,1X2,Won,Football,Mixed leagues,"3-0,1-1",bejött,7,1,2025-12-28T15:17:39.754927
118,"Elvsberg-Nürnberg, Osijek-DinamoZagreb",2025.08.02,6.17,4000.0,1X2,Lost,Football,Mixed leagues,"1-0,0-2",Elment,7,1,2025-12-28T15:17:39.754935
119,"Osijek-DinamoZagreb,Kilmarnok-Lingviston",2025.08.02,5.67,4000.0,1X2,Won,Football,Mixed leagues,"0-2,2-2",bejött- jól hozott!,7,1,2025-12-28T15:17:39.754945
120,"Osijek-DinamoZagreb,Cottbus-Sandörksen",2025.08.02,5.76,3000.0,1X2,Won,Football,Mixed leagues,"0-2,3-3",bejött,7,1,2025-12-28T15:17:39.754952
121,Diósgyőr-ZTE,2025.08.02,3.8,3000.0,1X2,Won,Football,NB 1,2-2,bejött,7,1,2025-12-28T15:17:39.754960
122,"Bilefeld-Düsseldorf,Padeborn-Holstein",2025.08.02,13.69,771.0,1X2,Lost,Football,Bundesliga2,"5-1,2-1",Elment,4,1,2025-12-28T15:17:39.754967
110,Velje-Odenese,2025.08.01,3.55,4000.0,1X2,Lost,Football,Dánia,4-0,nem nyert...,7,1,2025-12-28T15:17:39.754974
111,DVSC-MTK,2025.08.01,3.85,4000.0,1X2,Lost,Football,NB 1,1-0,nem nyert...,7,1,2025-12-28T15:17:39.754980
112,Schalke-Herta,2025.08.01,3.5,4000.0,1X2,Lost,Football,Bundesliga2,2-1,nem nyert...,7,1,2025-12-28T15:17:39.754987
113,Essen-1860,2025.08.01,3.4,4000.0,1X2,Won,Football,Bundesliga3,1-1,Bejött,7,1,2025-12-28T15:17:39.754993
114,Lubin-Korona,2025.08.01,3.35,4051.0,1X2,Won,Football,Lengyel1,1-1,Bejött,7,1,2025-12-28T15:17:39.755001
108,Puskás-Limaszol,2025.07.31,3.5,3000.0,1X2,Lost,Football,KL,0-2,Nem tudott a puskás rugni egyet sem..,7,1,2025-12-28T15:17:39.755009
109,"Helsinki-Artmand, Hibernian-Midtyland",2025.07.31,3.13,5000.0,1X2,Lost,Football,NB 1,"1-1,0-0",MEGÉRDEMLEM!!!!!!!!!!!!!!,9,1,2025-12-28T15:17:39.755015
105,"bukarest-Shkjeinda, FTC-NOAH",2025.07.30,5.07,3000.0,Cards,Lost,Football,BL,4-3,Nem esett piros lap..,7,1,2025-12-28T15:17:39.755022
106,"Ludogorec-Rieka, FTC-NOAH",2025.07.30,4.21,3000.0,Cards,Won,Football,BL,4-3,Volt piros lap.,7,1,2025-12-28T15:17:39.755028
107,"Panatinaikos-Rangers, FTC-NOAH",2025.07.30,5.14,3000.0,1X2,Lost,Football,BL,4-3,Nem esett piros lap..,7,1,2025-12-28T15:17:39.755036
104,"Katowice-Lubin, Kijev-Hamrun",2025.07.29,3.95,3000.0,1X2,Won,Football,Mixed leagues,"3-3,3-0",Bejött,7,1,2025-12-28T15:17:39.755042
102,Videoton-Honvéd,2025.07.28,3.5,3000.0,1X2,Lost,Football,NB 1,0-3,Benéztem,7,1,2025-12-28T15:17:39.755050
103,Elfsborg-Göteborg,2025.07.28,3.65,3000.0,1X2,Lost,Football,Allsvenskan,4-3,Utolsó pillanatban ment el..,7,1,2025-12-28T15:17:39.755057
99,"Bryne-Viking, Voitsberg-Wien, AIK-Öster",2025.07.27,4.3,3000.0,1X2,Lost,Football,Mixed leagues,"1-3,3-2,1-1",A lilagecik..,7,1,2025-12-28T15:17:39.755064
100,Paks-Győr,2025.07.27,4.1,5000.0,1X2,Won,Football,NB 1,3-3,Bejött..,7,1,2025-12-28T15:17:39.755070
101,Spartak-Subotina,2025.07.27,3.25,4000.0,1X2,Lost,Football,Allsvenskan,1-3,elment. 88.percig jó volt..,7,1,2025-12-28T15:17:39.755078
91,"Ejsberg-Hidrove, Kilmarnock-Eastfife",2025.07.26,4.13,3000.0,1X2,Lost,Football,Mixed leagues,2-1,Elment a Dán,7,1,2025-12-28T15:17:39.755084
92,"Hilleröd-Alborg,Kilmarnock-Elife",2025.07.26,4.01,3000.0,1X2,Won,Football,Mixed leagues,"2-2,4-0",bejött az eredeti stratégia szerint..,7,1,2025-12-28T15:17:39.755091
93,"Kilmarnock-Elife, Tobol-Almati",2025.07.26,3.77,3000.0,1X2,Lost,Football,Mixed leagues,"4-0,0-3",elment..,7,1,2025-12-28T15:17:39.755098
94,"ZTE-Debrecen, DAC-Michalove",2025.07.26,4.34,2793.0,1X2,Lost,Football,Mixed leagues,"3-3,1-1",A nagy DAC nem nyert..,7,1,2025-12-28T15:17:39.755105
95,"Gnack-Pozan,Mtk-FTc",2025.07.26,5.78,3000.0,1X2,Lost,Football,Mixed leagues,2-4.1-1,elment mind a kettő..,6,1,2025-12-28T15:17:39.755112
96,Tatran-Slovan,2025.07.26,6.68,3000.0,1X2,Lost,Football,Mixed leagues,1-1,Más is volt mellette de már ez sem jött be..,7,1,2025-12-28T15:17:39.755119
97,Tatran-Slovan,2025.07.26,7.39,3000.0,1X2,Lost,Football,Mixed leagues,1-1,Más is volt mellette de már ez sem jött be..,7,1,2025-12-28T15:17:39.755128
98,Tatran-Slovan,2025.07.26,7.19,3000.0,1X2,Lost,Football,Mixed leagues,1-1,Más is volt mellette de már ez sem jött be..,7,1,2025-12-28T15:17:39.755135
89,Berove-Ludogorec,2025.07.25,4.25,3000.0,1X2,lost,Football,Bulgária,0-1,Az utolsó percben ment el..,7,1,2025-12-28T15:17:39.755144
90,"újpest-Diósgyőr,Nyíregyháza-Kisvárda",2025.07.25,4.77,3000.0,1X2,Won,Football,NB 1,"3-1,2-0",,7,1,2025-12-28T15:17:39.755151
86,"Aktobe-Sparta-Praha,Joseph-Shamrock",2025.07.24,2.84,10000.0,1X2,Lost,Football,KL,"2-1,0-4",Sparta Praha.. Eltértem megint a tematikától..,8,1,2025-12-28T15:17:39.755160
87,"Mitjyland-Hibernian,Decic-Rapid,Flora-AIK",2025.07.24,2.08,12530.0,1X2,Lost,Football,EL,"1-1,0-2,0-2",Midjíland.. Eltértem megint a tematikától..,8,1,2025-12-28T15:17:39.755168
88,"Tirapol-Uhrect,Anderlecht-Hacken",2025.07.24,2.64,7860.0,1X2,Won,Football,EL,"1-3,1-0",Bejött.. Eltértem megint a tematikától..,8,1,2025-12-28T15:17:39.755175
81,"Görög-Magyar, Zira-Hajduk split",2025.07.23,8.84,3000.0,1X2,Lost,Mixed sports,World Cup qualification,"0-0,1-1",Vizi nem jött..,6,1,2025-12-28T15:17:39.755185
82,"Bergen-Salzburg,Thorvan-Brönby",2025.07.23,4.8,3000.0,1X2,Lost,Football,EL,"1-4,0-0",nem jött..,7,1,2025-12-28T15:17:39.755192
83,"Thorvan-Brönby, Tallin-Iberia",2025.07.23,4.16,3000.0,1X2,Lost,Football,EL,"0-0,1-1",nem jött..,7,1,2025-12-28T15:17:39.755199
84,"Thorvan-Brönby, Shelburne-Quarabag",2025.07.23,5.24,3000.0,1X2,Lost,Football,BL,"0-0,0-3",nem jött..,5,1,2025-12-28T15:17:39.755205
85,"USA-Spanyol,Zira-Hajduk",2025.07.23,8.26,3000.0,1X2,Lost,Mixed sports,Mixed leagues,"12-13,1-1",Vizi nem jött..,6,1,2025-12-28T15:17:39.755214
77,"Hamrun-Kijev,Plezn-Servette,NOAH-FTC, Kupio-Kazan,Szerb-Magyar",2025.07.22,49.06,1000.0,1X2,Lost,Mixed sports,Mixed leagues,1-7,"Próba volt, érzés. Nem jött be több sem.",6,1,2025-12-28T15:17:39.755222
78,"Hamrun-Kijev,Plezn-Servette,NOAH-FTC, Kupio-Kazan",2025.07.22,7.54,3000.0,1X2,Lost,Football,Mixed leagues,"1-2,1-7,5-0,2-0",Nagyon benéztem a Kazanyt és a Plezn-t!,7,1,2025-12-28T15:17:39.755229
80,"LechPozan-Breidabbik,Rieka-Ludogorec,Rngers-Panatinaikosz",2025.07.22,5.52,3000.0,1X2,Lost,Football,BL,"5-1,0-0,2-0",Nem jött..,7,1,2025-12-28T15:17:39.755236
72,"USA-Görögország, Varna-Berave",2025.07.21,4.79,3000.0,1X2,Lost,Mixed sports,Mixed leagues,0-0-0-0,A tuti elment... Vizilabda..,7,1,2025-12-28T15:17:39.755243
73,"USA-Görögország, Marine-Hakka",2025.07.21,5.06,3000.0,1X2,Lost,Mixed sports,Mixed leagues,0-0-0-0,A tuti elment... Vizilabda..,7,1,2025-12-28T15:17:39.755249
74,"USA-Görögország, Nörkopping-Várna",2025.07.21,5.06,3000.0,1X2,Lost,Mixed sports,Mixed leagues,0-0-0-0,A tuti elment... Vizilabda..,7,1,2025-12-28T15:17:39.755256
75,"Lincon-Drezda,Köbenhavn-Haka,Mariehamm-Haka",2025.07.21,4.95,3000.0,1X2,Won,Mixed sports,Mixed leagues,"0-1,2-0,1-1",Bejöttek! És eredeti stratégia szerint!,7,1,2025-12-28T15:17:39.755263
76,"Lincon-Drezda,Köbenhavn-Haka,Nörköping-Várna",2025.07.21,4.88,3000.0,1X2,Lost,Football,Mixed leagues,"0-1,2-0,3-1",Nem jött..,7,1,2025-12-28T15:17:39.755271
79,"Várna-Beroe,Lincon-Drezda,Köbenhavn-Drita",2025.07.21,4.51,3000.0,1X2,Won,Football,Mixed leagues,"0-0,0-1,2-0",Bejöttek! És eredeti stratégia szerint!,7,1,2025-12-28T15:17:39.755277
69,"Spanyolország-Montenegró, Görög-Olasz",2025.07.20,9.28,3000.0,1X2,Lost,Water polo,World Cup qualification,0-0-0-0,"Görögök nyertek, én x-re tettem.",6,1,2025-12-28T15:17:39.755285
70,"Spanyolország-Montenegró, Gallon-Bruges",2025.07.20,4.28,3000.0,1X2,Lost,Mixed sports,Mixed leagues,0-0-1-2,Nem adták meg a döntetlent érő gólt...,8,1,2025-12-28T15:17:39.755293
71,"Spanyolország-Montenegró, Maybi-AIK",2025.07.20,4.32,3000.0,1X2,Lost,Mixed sports,Mixed leagues,0-0-2-0,Az x nem jött..,7,1,2025-12-28T15:17:39.755299
66,"petroul-bukarest,Lodz-Lubin",2025.07.19,5.79,3000.0,1X2,Lost,Football,Mixed leagues,"0-1,1-0",tuti jött..,7,1,2025-12-28T15:17:39.755306
67,"petroul-bukarest,Bohemians-Ostrava",2025.07.19,6.73,3000.0,1X2,Lost,Football,Mixed leagues,"0-1,1-0",tuti jött..,7,1,2025-12-28T15:17:39.755312
68,"petroul-bukarest,Viking-Bodö",2025.07.19,7.45,3000.0,1X2,Lost,Football,Mixed leagues,"0-1,2-4",tuti jött..,7,1,2025-12-28T15:17:39.755347
65,"Hermannstadt-Metaglobus, Pardubice-Plezn, Szerbia-Japán",2025.07.18,2.23,10462.0,1X2,Lost,Mixed sports,Mixed leagues,"2-2,1-5,25-6",Ez a köcsög román megint elment..,8,1,2025-12-28T15:17:39.755355
63,"Dila Gori-Luxemburg, Aktobe-Varso",2025.07.17,2.84,5441.0,1X2,Won,Football,EL,"1-0,0-1",bejött..,7,1,2025-12-28T15:17:39.755362
64,"Partizan-Ciprus, Viborg-Köbenhavn",2025.07.17,3.28,5000.0,1X2,Lost,Football,EL,1-0,elment..,6,1,2025-12-28T15:17:39.755382
62,"DinamoMinszk-Ludogorec, Dila gori-Luxemburg",2025.07.16,2.58,5000.0,1X2,Lost,Football,Mixed leagues,2-1,Nem tudott nyerni a Ludogorec.,7,1,2025-12-28T15:17:39.755407
61,"Malmő-Liberia, Ilves-Vaasa",2025.07.15,2.08,5000.0,1X2,Won,Football,Mixed leagues,"3-2,3-1",bejött..,7,1,2025-12-28T15:17:39.755414
60,"AIK-Degerfors, Varnamo-Djungarden",2025.07.13,2.81,3075.0,1X2,lost,Football,Allsvenskan,"3-0,1-0",Nem Nyertek,6,1,2025-12-28T15:17:39.755422
58,Girmay,2025.07.12,11.5,2000.0,1X2,Lost,Mixed sports,Mixed leagues,0-0,Kerékpár volt..,5,1,2025-12-28T15:17:39.755428
59,"bukarest-Hermalin, Malmő-Norrköping",2025.07.12,2.21,5000.0,1X2,Lost,Football,Mixed leagues,"1-1,3-1",Szarok nem nyertek......,8,1,2025-12-28T15:17:39.755435
56,"Japán-Horvátország, Magyarország-Görögország",2025.07.11,2.01,5000.0,1X2,Won,Water polo,World Cup qualification,"25-15,11-10",Magyarok nagyon nehezen nyertek..,6,1,2025-12-28T15:17:39.755443
54,"Szófia-Hapoel,Szkopje-Fiorita",2025.07.10,3.39,5000.0,1X2,Lost,Football,EL,"0-0,3-0",Zsidók nem nyertek..,8,1,2025-12-28T15:17:39.755450
55,"Paks-Kolozsvár, Sherif-Pristina. Runavik-Helsinki",2025.07.10,4.64,5000.0,1X2,Lost,Football,KL,"0-0,4-0,4,0",Helsinki egy fos..,7,1,2025-12-28T15:17:39.755457
52,"Ludogorac-MInszk, FTC-Zlin, Atletic-Dundelange",2025.07.09,5.63,5000.0,1X2,Lost,Football,Mixed leagues,"1-0,1-0,2-0",Dundelande....,8,1,2025-12-28T15:17:39.755464
53,Vingegard,2025.07.09,6.75,770.0,1X2,Lost,Mixed sports,World Cup qualification,0-0,Kerékpár volt...,6,1,2025-12-28T15:17:39.755470
